Edition_ID	Edition_Title	Edition_Author	Edition_Location	Language	Edition_Publisher	Edition_Date	Author_VIAF	Author_WikiData_AF	Title_USTC	Title_OCLC	Entered
AP1650A	Le cose maravigliose dell'alma città di Roma	Andrea Palladio	Rome	Italian	Giacomo Fei;Antonio Maria Gioiosi	1650	VIAF17227673	Q177692	USTC 4020917		FALSE
AP1650B	Le cose maravigliose dell'alma città di Roma	Andrea Palladio	Rome	Italian	Giovanni Battista Robletti;Antonio Maria Gioiosi	1650	VIAF17227673	Q177692	USTC 4048847		FALSE
FS1650	Itinerario, overo nova descrittione de' viaggi principali d'Italia	Franciscus Schottus	Rome	Italian	Filippo Rossi	1650		Q15675601	USTC 4018585		TRUE
GH1653	Poste per diverse parti del mondo	Giovanni da l'Herba	Venice	Italian	Milochi	1653	VIAF47104053				FALSE
FS1654	Itinerario, overo nova descrittione de' viaggi principali d'Italia	Franciscus Schottus	Padua	Italian	Matteo Cadorin	1654		Q15675601		1154377948	TRUE
GS1655	Le voyage de France, dressé pour l'instruction & commodité des François & Estrangers : Avec une description des Chemins, pour aller & venir par tout le Monde	Gilbert-Saulnier du Verdier	Paris	French	Michel Bobin	1655	VIAF12471475	Q19560568		953336959	TRUE
FS1655	Itinerario, overo nova descrittione de' viaggi principali d'Italia	Franciscus Schottus	Amsterdam	Italian		1655		Q15675601			FALSE
GS1657	Le voyage de France, dressé pour l'instruction & commodité des François & Estrangers : Avec une description des Chemins, pour aller & venir par tout le Monde	Gilbert-Saulnier du Verdier	Paris	French	Michel Bobin	1657	VIAF12471475	Q19560568		1014603870	FALSE
GK1657	Paradisus deliciarum Italiae: Dass ist, Eygentliche Beschreibung, Was durch gantz Italian in allen Stett und Ortten denckwürdig zu sehen ist Mit beygefügter Reiss, Bericht der Müntz, und Täglichem Colloquio	Georg Kranitz	Würzburg	German	Johann Jobst Hertz;Johann Bencard	1657	47823349			934223686	TRUE
FS1658	Itinerario, overo nova descrittione de' viaggi principali d'Italia	Franciscus Schottus	Padua	Italian	Matteo Cadorin	1658		Q15675601		643345653	TRUE
FS1659	Itinerario, overo nova descrittione de' viaggi principali d'Italia	Franciscus Schottus	Padua	Italian	Matteo Cadorin	1659		Q15675601		643345653	TRUE
GH1660	Poste per diverse parti del mondo	Giovanni da l'Herba	Venice	Italian	F. Ginami	1660	VIAF47104053				FALSE
GS1662A	Le voyage de France, dressé pour l'instruction & commodité des François & Estrangers : Avec une description des Chemins, pour aller & venir par tout le Monde	Gilbert-Saulnier du Verdier	Lyon	French	Claude La Rivière	1662	VIAF12471475	Q19560568			FALSE
GS1662B	Le voyage de France, dressé pour l'instruction & commodité des François & Estrangers : Avec une description des Chemins, pour aller & venir par tout le Monde	Gilbert-Saulnier du Verdier	Paris	French	Michel Bobin;Nicolas le Gras	1662	VIAF12471475	Q19560568		320744568	TRUE
GS1663	Le voyage de France, dressé pour l'instruction & commodité des François & Estrangers : Avec une description des Chemins, pour aller & venir par tout le Monde	Gilbert-Saulnier du Verdier	Paris	French	Michel Bobin;Nicolas le Gras	1663	VIAF12471475	Q19560568		257736147	TRUE
AP1663	Les merveilles de la ville de Rome deplus la Guide des Chemins pour aller a Rome, & de Rome a Notre-Dame de Lorette	Andrea Palladio	Rouen	French	Laurens Machuel	1663	VIAF17227673	Q177692		886417335	FALSE
GS1665	Le voyage de France, dressé pour l'instruction & commodité des François & Estrangers : Avec une description des Chemins, pour aller & venir par tout le Monde	Gilbert-Saulnier du Verdier	Paris	French	Michel Bobin	1665	VIAF12471475	Q19560568		458409991	FALSE
GK1665	Delicye Zięmie Włoskiey Albo Prawdziwe y istotne Opisanie, co tylko we Włoskich Kraiach, po Walnych a Głownych Miastach  znayduie się Rarites	Georg Kranitz	Krakow	Polish	V Schedlow	1665	47823349			1077377539	TRUE
FS1665	Itinerario, overo nova descrittione de' viaggi principali d'Italia	Franciscus Schottus	Venice	Italian	Gio. Pietro Brigonci	1665		Q15675601		492672108	TRUE
OC1666	Nuouo itinerario delle poste per tutto il mondo	Ottavio Codogno	Venice	Italian	Giacomo Zattoni	1666	17563002	Q7109119			TRUE
GS1667	Le voyage de France, dressé pour l'instruction & commodité des François & Estrangers : Avec une description des Chemins, pour aller & venir par tout le Monde	Gilbert-Saulnier du Verdier	Lyon	French	Claude La Rivière	1667	VIAF12471475	Q19560568		1064462756	FALSE
FS1669	Itinerarium Italiae			Latin		1669		Q15675601		636393690	FALSE
FS1670	Itinerarium Italiae	Franciscus Schottus	Wesel	German		1670		Q15675601		985413695	TRUE
FS1670	Itinerario, overo nova descrittione de' viaggi principali d'Italia	Franciscus Schottus	Padua	Italian	Matteo Cadorin	1670		Q15675601		1167236058	TRUE
AP1671	Les merveilles de la ville de Rome adioute la Guide des chemins de Rome aux principales Ville d'Italie le voyage de S Iacques en Galice	Andrea Palladio	Rome	French	Mascardi	1671	VIAF17227673	Q177692		179034840	FALSE
FS1672	Itinerario, overo nova descrittione de' viaggi principali d'Italia	Franciscus Schottus	Venice	Italian	Gio. Pietro Brigonci	1672		Q15675601		954944399	TRUE
GH1673	Poste per diverse parti del mondo	Giovanni da l'Herba	Viterbo	Italian	Iacomo Libraro	1673	VIAF47104053				FALSE
GS1673	Le voyage de France, dressé pour l'instruction & commodité des François & Estrangers : Avec une description des Chemins, pour aller & venir par tout le Monde	Gilbert-Saulnier du Verdier	Paris	French	Michel Bobin;Nicolas le Gras	1673	VIAF12471475	Q19560568		504423078	TRUE
JE1673	Richtiger Wegweiser, der fürnehmsten Wege und gebräuchlichsten Strassen, durch gantz Teutschland, wie auch andere angräntzende fürnehmste Oerter	Johann Ludolf Ebel	Hildesheim	German	Albrecht Weißkopff	1673	15949210			1099577305	FALSE
GH1675	Poste per diverse parti del mondo	Giovanni da l'Herba	Rome	Italian	Giuseppe Piccini	1675	VIAF47104053				FALSE
SAE1675	Poste, o viaggi da Venetia per diverse parti del mondo	Anonymous E	Bassano	Italian	Remondini	1675					FALSE
JL1675	Richtiger Wegweiser/ Durch gantz Teutschland/ Franckreich und Italien : Allen Kauff-Handels- und Wanders-Leuten zu Nutz und Dienst in diß bequeme Format zusammen getragen Sampt 4 Land-karten/	J Linck		Eyghentlijcke beschrijvinghe wat door gantsch Italien, in elcke stadt		1675				257384789	FALSE
FS1675	Itinerario, overo nova descrittione de' viaggi principali d'Italia	Franciscus Schottus	Venice	Italian	Gio. Pietro Brigonci	1675		Q15675601			TRUE
OC1676	Nuouo itinerario delle poste per tutto il mondo	Ottavio Codogno	Venice	Italian	Stefano Curti	1676	17563002	Q7109120			TRUE
AP1676	Les merveilles de la ville de Rome	Andrea Palladio	Rome	French	Mascardi	1676	VIAF17227673	Q177692		762989545	FALSE
JL1678	Richtiger Wegweiser/ Durch gantz Teutschland/ Franckreich und Italien : Allen Kauff-Handels- und Wanders-Leuten zu Nutz und Dienst in diß bequeme Format zusammen getragen Sampt 4 Land-karten/	J Linck	Leipzig	German	Christoff Klingern	1678				1133576947	TRUE
AM1679	Reportorio o itinerario de los mas principales, y mejores caminos de España	Alonso de Meneses	Zaragoza	Spanish		1679	VIAF49565855			472259849	TRUE
GS1679A	Le voyage de France, dressé pour l'instruction & commodité des François & Estrangers : Avec une description des Chemins, pour aller & venir par tout le Monde	Gilbert-Saulnier du Verdier	Lyon	French	C. La Rouche	1679	VIAF12471475	Q19560568		878166862	FALSE
GS1679B	Le voyage de France, dressé pour l'instruction & commodité des François & Estrangers : Avec une description des Chemins, pour aller & venir par tout le Monde	Gilbert-Saulnier du Verdier	Lyon	French	Mathieu Libéral	1679	VIAF12471475	Q19560568		458409999	FALSE
GS1679C	Le voyage de France, dressé pour l'instruction & commodité des François & Estrangers : Avec une description des Chemins, pour aller & venir par tout le Monde	Gilbert-Saulnier du Verdier	Lyon	French	Esprit Vitalis	1679	VIAF12471475	Q19560568		991594030	FALSE
GS1679D	Le voyage de France, dressé pour l'instruction & commodité des François & Estrangers : Avec une description des Chemins, pour aller & venir par tout le Monde	Gilbert-Saulnier du Verdier	Lyon	French	A. Moulin	1679	VIAF12471475	Q19560568		877134544	FALSE
CE1679	La Grande Guide des chemins pour aller et venir par tout le Royaume de France, auec les noms des fleuues et riuieres qui courent parmy les dicts pays Augmenté du voyage de Saint-Jacques, de Rome, de Venise et de Hierusalem	Charles Estienne	Paris	French	Petri di Mey	1679	VIAF116409342	Q538586			TRUE
JE1680	Richtiger Wegweiser, der fürnehmsten Wege und gebräuchlichsten Strassen, durch gantz Teutschland, wie auch andere angräntzende fürnehmste Oerter	Johann Ludolf Ebel	Augsburg	German	Leonhard Zacharias	1680	15949210			258183965	TRUE
ER1680	Richtiger Wegweiser, durch Teutschland, wie auch andern angräntzenden Ländern	Eberhard Rudolph Roth	Ulm	German	Matthäus Wagner	1680				1034025556	FALSE
FS1680	Itinerario, overo nova descrittione de' viaggi principali d'Italia	Franciscus Schottus	Padua	Italian		1680		Q15675601			FALSE
GM1682A	Il burattino veridico, overo, Instruzione generale per chi viaggia	Giuseppe Miselli	Rome	Italian	Michel'Ercole	1682				954852482	FALSE
GM1682B	Il burattino veridico, overo, Instruzione generale per chi viaggia	Giuseppe Miselli	Rome	Italian	Nicolò L’hullié Libraro	1682					FALSE
AP1682	Les merveilles de la ville de Rome adioute la Guide des chemins de Rome aux principales Ville d'Italie le voyage de S Iacques en Galice	Andrea Palladio	Rome	French	Michel Hercule	1682	VIAF17227673	Q177692		886417338	FALSE
ER1682	Richtiger Wegweiser, durch Teutschland, wie auch andern angräntzenden Ländern	Eberhard Rudolph Roth	Ulm	German	Matthäus Wagner	1682				5381444	FALSE
GM1684	Il burattino veridico, overo, Instruzione generale per chi viaggia	Giuseppe Miselli	Rome	Italian	Nicolò L’hullié Libraro	1684				1169473114	TRUE
GS1685	Le voyage de France, dressé pour l'instruction & commodité des François & Estrangers : Avec une description des Chemins, pour aller & venir par tout le Monde	Gilbert-Saulnier du Verdier	Lyon	French	Mathieu Libéral	1685	VIAF12471475	Q19560568		55861717	FALSE
GM1685	Il burattino veridico, overo, Instruzione generale per chi viaggia	Giuseppe Miselli	Venice	Italian	Combi e La Noù	1685				457956177	TRUE
ER1685	Richtiger Wegweiser, durch Teutschland, wie auch andern angräntzenden Ländern	Eberhard Rudolph Roth	Ulm	German	Matthäus Wagner	1685				941091368	FALSE
GM1686	Il burattino veridico, overo, Instruzione generale per chi viaggia	Giuseppe Miselli	Bologna	Italian	La Stamperia del Longhi	1686					FALSE
AP1686	Les merveilles de la ville de Rome adioute la Guide des chemins de Rome aux principales Ville d'Italie le voyage de S Iacques en Galice	Andrea Palladio	Rome	French	François Tizzoni	1686	VIAF17227673	Q177692		33135241	FALSE
GS1687	Le voyage de France, dressé pour l'instruction & commodité des François & Estrangers : Avec une description des Chemins, pour aller & venir par tout le Monde	Gilbert-Saulnier du Verdier	Paris	French	Nicolas Gras	1687	VIAF12471475	Q19560568		764026514	FALSE
GK1687	Delicye Zięmie Włoskiey Albo Prawdziwe y istotne Opisanie, co tylko we Włoskich Kraiach, po Walnych a Głownych Miastach  znayduie się Rarites	Georg Kranitz	Krakow	Polish	V Schedlow	1687	47823349			1010855150	TRUE
GM1687	Gründlicher Unterricht Vor Reisende in Europa In einer Beschreibung dessen Reiche/ Provintzien und Städte	Giuseppe Miselli	Leipzig	German	Christian Coelii	1687				935030836	TRUE
FS1687	Itinerario, overo nova descrittione de' viaggi principali d'Italia	Franciscus Schottus	Padua	Italian	Giacomo Cadorino	1687		Q15675601		1106170752	FALSE
JL1688	Richtiger Wegweiser/ Durch gantz Teutschland/ Franckreich und Italien : Allen Kauff-Handels- und Wanders-Leuten zu Nutz und Dienst in diß bequeme Format zusammen getragen Sampt 4 Land-karten/	J Linck	Leipzig	German	Christoff Klingern	1688				1020678385	FALSE
GM1688	Il burattino veridico, overo, Instruzione generale per chi viaggia	Giuseppe Miselli	Bologna	Italian	La Stamperia del Longhi	1688				954947194	FALSE
ER1688	Richtiger Wegweiser, durch Teutschland, wie auch andern angräntzenden Ländern	Eberhard Rudolph Roth	Ulm	German	Matthäus Wagner	1688				778318374	FALSE
FS1689	Itinerario, overo nova descrittione de' viaggi principali d'Italia	Franciscus Schottus	Unknown	Italian		1689		Q15675601			FALSE
GH1690	Poste per diverse parti del mondo	Giovanni da l'Herba	Unknown	Italian		1690	VIAF47104053				FALSE
TT1690	Sommaire description de la France, Allemagne, Italie & Espagne	Théodore Turquet de Mayerne	Rouen	French	Claude Le Villain	1690	95152542	Q19032157		32445826	FALSE
GM1690	Il burattino veridico, overo, Instruzione generale per chi viaggia	Giuseppe Miselli	Venice	Italian	La Stamperia del Longhi	1690				457956185	FALSE
AP1690	Les merveilles de la ville de Rome adioute la Guide des chemins de Rome aux principales Ville d'Italie le voyage de S Iacques en Galice	Andrea Palladio	Rome	French	Jean François de Buagni	1690	VIAF17227673	Q177692		1040149251	FALSE
ER1693	Richtiger Wegweiser, durch Teutschland, wie auch andern angräntzenden Ländern	Eberhard Rudolph Roth	Ulm	German	Matthäus Wagner	1693				837200872	FALSE
GM1697	Il burattino veridico, overo, Instruzione generale per chi viaggia	Giuseppe Miselli	Venice	Italian	La Noù e Compagni	1697				444070915	FALSE
GM1699A	Il burattino veridico, overo, Instruzione generale per chi viaggia	Giuseppe Miselli	Bologna	Italian	La Stamperia del Longhi	1699				886447587	FALSE
GM1699B	Il burattino veridico, overo, Instruzione generale per chi viaggia	Giuseppe Miselli	Bologna	Italian	La Stamperia del Longhi	1699					FALSE
GH1700	Poste per diverse parti del mondo	Giovanni da l'Herba	Rome	Italian		1700	VIAF47104053				FALSE
FS1700	Itinerario d'Italia	Franciscus Schottus	Rome	Italian	Michel'Angelo;Rossi	1700		Q15675601		1106170813	TRUE
PL1703	Die vornehmsten Europäischen Reisen	Peter Ambrosius Lohmann	Hamburg	German	Benjamin Schiller;Benjamin Schillern	1703		Q90382406		934762848	TRUE
GH1705	Poste per diverse parti del mondo	Giovanni da l'Herba	Milan	Italian	Giuseppe Marelli	1705	VIAF47104053				FALSE
PL1706	Die vornehmsten Europäischen Reisen	Peter Ambrosius Lohmann	Hamburg	German	Widow of Benjamin Schiller;Conrad Neumann	1706		Q90382406		56864000	FALSE
PL1708	Die vornehmsten Europäischen Reisen	Peter Ambrosius Lohmann	Hamburg	German		1708		Q90382406			FALSE
PL1709	Die Vornehmsten Europæischen Reisen	Peter Ambrosius Lohmann	Hamburg	German	Conrad Neumann	1709		Q90382406		258480524	TRUE
JE1712	Richtiger Wegweiser, der fürnehmsten Wege und gebräuchlichsten Strassen, durch gantz Teutschland, wie auch andere angräntzende fürnehmste Oerter	Johann Ludolf Ebel	Augsburg	German	Johann Christoph Wagner	1712				839124270	FALSE
PL1713	Die Vornehmsten Europæischen Reisen	Peter Ambrosius Lohmann	Hamburg	German	Widow of Benjamin Schiller;Christian Albrecht Pfeiffern	1713		Q90382406		718574817	FALSE
FS1717	Itinerario d'Italia	Franciscus Schottus	Rome	Italian		1717		Q15675601		319745315	FALSE
GV1718	Il viaggio in pratica	Giovan Maria Vidari	Venice	Italian	Luigi Pavino	1718					FALSE
AP1718	Les merveilles de la ville de Rome adioute la Guide des chemins de Rome aux principales Ville d'Italie le voyage de S Iacques en Galice	Andrea Palladio	Rome	French	Bernabò;Barnabo	1718	VIAF17227673	Q177692		81481442	FALSE
GV1720	Il viaggio in pratica	Giovan Maria Vidari	Naples	Italian	Francesco Ricciardo	1720					TRUE
PL1724	Die vornehmsten Europäischen Reisen	Peter Ambrosius Lohmann	Hamburg	German	Johann Cristoph Kißner;J.C. Kissner	1724		Q90382406		163298171	FALSE
GH1725	Poste per diverse parti del mondo	Giovanni da l'Herba	Lucca	Italian		1725	VIAF47104053				FALSE
AP1725	Les merveilles de la ville de Rome adioute la Guide des chemins de Rome aux principales Ville d'Italie le voyage de S Iacques en Galice	Andrea Palladio	Rome	French	Bernabò;Barnabo	1725	VIAF17227673	Q177692		28786133	FALSE
PL1729A	Die vornehmsten Europäischen Reisen	Peter Ambrosius Lohmann	Hamburg	German	Widow of Benjamin Schiller	1729		Q90382406			TRUE
PL1729B	Die vornehmsten Europäischen Reisen	Peter Ambrosius Lohmann	Hamburg	German	Johann Cristoph Kißner;J.C. Kissner	1729		Q90382406		457960895	FALSE
GV1730	Il viaggio in pratica	Giovan Maria Vidari	Venice	Italian	Luigi Pavino	1730					FALSE
AP1730	Les merveilles de la ville de Rome adioute la Guide des chemins de Rome aux principales Ville d'Italie le voyage de S Iacques en Galice	Andrea Palladio	Rouen	French	Jean Oursel l'Aîné	1730	VIAF17227673	Q177692		921513699	FALSE
PL1736	Die vornehmsten Europäischen Reisen	Peter Ambrosius Lohmann	Hamburg	German	Johann Cristoph Kißner	1736				837943189	FALSE
GH1739	Notizie della Santa Casa della Gran Madre di Dio Maria Vergine adorata in Loreto  con l'aggiunta in questa nuova impressione di alcune orazioni, e delle poste de' viaggi per diverse parti del mondo	Giovanni da l'Herba	Ancona	Italian	N. Bellelli	1739	VIAF47104053				FALSE
PL1741	Die vornehmsten Europäischen Reisen	Peter Ambrosius Lohmann	Hamburg	German	Cristian Herold	1741				886269675	FALSE
PC1741	Itinerario de las correras de posta de dentro, y fuera del Reyno: que contiene también  las Leyes, y priuilegios con que se gobiernan en España las Postas	Pedro Rodriguez Campomanes	Madrid	Spanish	Antonio Pérez de Soto	1741		Q19471481		319867432	FALSE
GV1742	Il viaggio in pratica	Giovan Maria Vidari	Venice	Italian	Luigi Pavino	1742					FALSE
FS1747	Itinerario d'Italia	Franciscus Schottus	Rome	Italian	Fausto Amadei	1747		Q15675601		78710314	TRUE
FS1761	Itinerario d'Italia	Franciscus Schottus	Rome	Italian	Fausto Amadei	1761					TRUE
GHSD	Poste per diverse parti del mondo	Giovanni da l'Herba	Rome	Italian	Casaletti	SD	VIAF47104053			258223884	FALSE
